"SRO ID", "@when", "Date"
"SRO1340", "1576-10-22", "xxijo die Octobris 1576 /"
"SRO1341", "1576-10-22", "xxijo die Octobris 1576 /"
"SRO1342", "1576-10-29", "xxixo die Octobris 1576."
"SRO1343", "1576-11-02", "Secundo die Novembris"
"SRO1344", "1576-11-03", "Tercio Die novembris"
"SRO1345", "1576-11-03", "Tercio Die novembris"
"SRO1346", "1576-11-07", "Septimo Novembris 1576. /"
"SRO1347", "1576-11-08", "Octauo Novembris 1576 /"
"SRO1348", "1576-11-13", "xiijo Die Novembris 1576."
"SRO1349", "1576-11-17", "xvijo Novembris 1576."
"SRO1350", "1576-11-21", "xxj Novembris. /"
"SRO1351", "1576-11-24", "xxiiijto Die novembris"
"SRO1352", "1576-11-26", "xxvjto Novembris. /"
"SRO1353", "1576-12-03", "Tercio die Decembris. 1576."
"SRO1354", "1576-12-03", "Tercio die Decembris. 1576."
"SRO1355", "1576-12-10", "Decimo Die Decembris"
"SRO1356", "1576-12-10", "Decimo Die Decembris"
"SRO1357", "1576-12-10", "Decimo Die Decembris"
"SRO1358", "1576-12-05", "5 December 1576"
"SRO1359", "1576-12-10", "xo Die Decembris."
"SRO1360", "1576-12", "vltimo Decembris"
"SRO1361", "1576-12-08", "Octauo Die Decembris 1576possibly January 1577 unless entry is out of sequence"
"SRO1362", "1576-12-08", "Octauo Die Decembris 1576possibly January 1577 unless entry is out of sequence"
"SRO1363", "1577-01-21", "xxjmo Die Januarij 1576. / i. e. 1577"
"SRO1364", "1577-01-21", "xxjmo Die Januarij 1576. / i. e. 1577"
"SRO1365", "1577-01-21", "xxjmo Die Januarij 1576. / i. e. 1577"
"SRO1366", "1577-01-21", "xxjmo Die Januarij 1576. / i. e. 1577"
"SRO1367", "1577-01-25", "xxvto die Januarij"
"SRO1368", "1577-01-25", "xxvto die Januarij"
"SRO1369", "1577-01-25", "xxvto die Januarij"
"SRO1370", "1577-01-30", "Tricesimo Die Januarij"
"SRO1371", "1577-02-11", "vndecimo Die Februarij 1576. i. e. 1577"
"SRO1372", "1576-02-11", "vndecimo Die Februarij 1576. i. e. 1577"
"SRO1373", "1577-02-11", "vndecimo Die Februarij 1576. i. e. 1577"
"SRO1374", "1577-02-11", "vndecimo Die Februarij 1576. i. e. 1577"
"SRO1375", "1577-02-25", "xxvto die Februarij"
"SRO1376", "1577-02-25", "xxvto die Februarij"
"SRO1377", "1577-02-28", "xxviijo die Februarij 1577"
"SRO1378", "1577-03-04", "iiijto marcij."
"SRO1380", "1577-03-06", "vjto Marcij"
"SRO1381", "1577-03-18", "xviijo Die Marcij"
"SRO1382", "1577-03-18", "xviijo Die Marcij"
"SRO1383", "1577-03-20", "xxo Die marcij"
"SRO1384", "1577-03-26", "1577. xxvjto Die marcij 1577. /"
"SRO1385", "1577-03-30", "Tricesimo martij 1577."
"SRO1386", "1577-04-02", "Secundo Die Aprilis 1577. /"
"SRO1387", "1577-04-04", "Quarto die Aprilis 1577."
"SRO1388", "1577-04-06", "Sexto Die Aprilis. /"
"SRO1389", "1577-04-19", "xixo Die Aprilis 1577"
"SRO1390", "1577-04-19", "xixo Die Aprilis 1577"
"SRO1391", "1577-04-19", "xixo Die Aprilis 1577"
"SRO1392", "1577-04-26", "xxvjto Die Aprilis"
"SRO1393", "1577-05-03", "Tercio die maij"
"SRO1394", "1577-05-03", "Tercio die maij"
"SRO1395", "1577-05-03", "Tercio die maij"
"SRO1396", "1577-05-18", "Decimo Octauo die maij"
"SRO1397", "1577-05-20", "vicesimo die maij"
"SRO1398", "1577-05-20", "vicesimo die maij"
"SRO1399", "1577-06-01", "Primo Die Junij / 1577."
"SRO1400", "1577-06-01", "Primo Die Junij / 1577."
"SRO1401", "1577-06-05", "Quinto Die Jvnij 1577."
"SRO1402", "1577-06-07", "vijo Die Junij"
"SRO1403", "1577-06-17", "xvijo Die Junij"
"SRO1404", "1577-07-01", "jmo Julij 1577"
"SRO1406", "1577-07-01", "jmo Julij 1577"
"SRO1407", "1577-07-01", "jmo Julij 1577"
"SRO1408", "1577-07-01", "jmo Julij 1577"
"SRO1409", "1577-07-01", "primo Julij anno prædicto i. e. 1577"
"SRO1410", "1577-07-01", "primo Julij anno prædicto i. e. 1577"
"SRO1411", "1577-07-01", "primo Julij anno prædicto i. e. 1577"
"SRO1412", "1577-07-01", "primo Julij anno prædicto i. e. 1577"
"SRO1413", "1577-07-01", "primo Julij anno prædicto i. e. 1577"
"SRO1414", "1577-07-01", "primo Julij anno prædicto i. e. 1577"
"SRO1415", "1577-07-08", "Octavo die Julij"
"SRO1416", "1577-07-08", "Octavo die Julij"
"SRO1417", "1577-07-21", "xxjo Die Julij 1577"
"SRO1418", "1577-07-21", "xxjo Die Julij praedicto"
"SRO1419", "1577-07-26", "xxvjto Julij"
"SRO1420", "1577-07-30", "xxxo Julij"
"SRO1421", "1577-07-30", "xxxo Julij"
"SRO1422", "1577-07-31", "vltimo Die Julij"
"SRO1423", "1577-08-02", "Secundo Die Augusti. 1577"
"SRO1424", "1577-08-04", "Quarto Die Augusti"
"SRO1425", "1577-08-06", "vjto Die Augusti"
"SRO1426", "1577-08-23", "xxiijo Die Augusti."
"SRO1427", "1577-08-26", "xxvjto Augusti"
"SRO1428", "1577-08-31", "xxxjmo Die Augusti"
"SRO1429", "1577-09-30", "Vltimo die Septembris 1577"
"SRO1430", "1577-09-30", "Vltimo die Septembris 1577"
"SRO1431", "1577-10-03", "Tertio Die Octobris 1577. /"
"SRO1432", "1577-10-07", "Septimo die Octobris 1577."
"SRO1433", "1577-10-14", "xiiijto die Octobris"
"SRO1434", "1577-10-14", "xiiijto Octobris. /"
"SRO1435", "1577-11-11", "Vndecimo die Novembris 1577"
"SRO1436", "1577-11-15", "Decimo Quinto Die Novembris"
"SRO1437", "1577-11-18", "18 November 1577"
"SRO1438", "1577-11-18", "18 November 1577"
"SRO1439", "1577-11-20", "vicesimo Die Novembris"
"SRO1440", "1577-11-20", "vicesimo Die Novembris"
"SRO1441", "1577-11-25", ".25. novembris"
"SRO1442", "1577-11-25", ".25. novembris"
"SRO1443", "1577-12-01", "Primo die Decembris 1577"
"SRO1444", "1577-12-02", "Secundo die Decembris."
"SRO1445", "1577-12-07", "Septimo Die Decembris"
"SRO1446", "1577-12-10", "Decimo die Decembris"
"SRO1447", "1577-12-10", "Decimo die Decembris."
"SRO1448", "1577-12-10", "Decimo die Decembris."
"SRO1449", "1577-12-10", "Decimo die Decembris."
"SRO1450", "1577-12-10", "Decimo die Decembris."
"SRO1451", "1577-12-13", "xiijo Die Decembris Annis praedictis"
"SRO1452", "1577-12-20", "vicesimo die Decembris Annis praedictis"
"SRO1453", "1578-01-07", "vijo die Januarij"
"SRO1454", "1578-01-16", "xvjto Die Januarij"
"SRO1455", "1578-01-16", "xvjto Die Januarij"
"SRO1456", "1578-01-30", "xxxo Die Januarij 1578"
"SRO1457", "1578-01-30", "xxxo Die Januarij 1578"
"SRO1458", "1578-02-05", "vto Die Februarij"
"SRO1459", "1578-02-07", "vijo die Februarij"
"SRO1460", "1578-02-14", "xiiijto die Februarij"
"SRO1461", "1578-02-17", "xvijo Die Februarij"
"SRO1462", "1578-02-20", "xxo die Februarij 1578"
"SRO1463", "1578-02-20", "xxo die Februarij 1578"
"SRO1464", "1578-02-22", "xxijo die Februarij"
"SRO1465", "1578-02-22", "xxijo die Februarij"
"SRO1466", "1578-03-03", "iijo Die marcij"
"SRO1467", "1578-03-04", "iiijto die marcij 1578"
"SRO1468", "1578-03-10", "Decimo Die marcij"
"SRO1469", "1578-03-10", "Decimo Die marcij"
"SRO1470", "1578-03-27", "xxvijo Die marcij"
"SRO1471", "1578-03-28", "xxviijo Die marcij"
"SRO1472", "1578-04-09", "ixo Die Aprilis"
"SRO1473", "1578-04-09", "ixo Die Aprilis"
"SRO1474", "1578-04-14", "xiiijto Aprilis"
"SRO1475", "1578-04-16", "xvjto Die Aprilis 1578"
"SRO1476", "1578-04-16", "xvjto Die Aprilis 1578"
"SRO1477", "1578-04-26", "xxvjto Die Aprilis"
"SRO1478", "1578-04-26", "xxvjto Die Aprilis"
"SRO1479", "1578-04-26", "xxvjto Die Aprilis"
"SRO1480", "1578-04-26", "xxvjto Die Aprilis"
"SRO1481", "1578-04-26", "xxvjto Die Aprilis"
"SRO1482", "1578-04-26", "xxvjto Die Aprilis"
"SRO1482a", "1578-04-26", "xxvjto Die Aprilis"
"SRO1483", "1578-05-13", "13. maij"
"SRO1484", "1578-05-23", "23 maij. 1578"
"SRO1485", "1578-05-28", "28. maij"
"SRO1486", "1578-05-28", "28. maij"
"SRO1487", "1578-06-02", "Secundo Die Junij"
"SRO1488", "1578-06-02", "Secundo Die Junij"
"SRO1489", "1578-06-17", "17 Junij"
"SRO1490", "1578-06-23", "xxiijo die Junij"
"SRO1491", "1578-06-25", "xxvto die Junij"
"SRO1492", "1578-06-26", "xxvjto Die Junij 1578"
"SRO1493", "1578-06-28", "xxviijo Die Junij"
"SRO1494", "1578-07-01", "Primo die Julij 1578"
"SRO1495", "1578-07-01", "Primo die Julij 1578"
"SRO1496", "1578-07-01", "Primo die Julij 1578"
"SRO1497", "1578-07-01", "Primo die Julij 1578"
"SRO1498", "1578-07-01", "Primo die Julij 1578"
"SRO1499", "1578-07-01", "Primo die Julij 1578"
"SRO1500", "1578-07-01", "Primo die Julij 1578"
"SRO1501", "1578-07-01", "Primo die Julij 1578"
"SRO1502", "1578-07-01", "Primo die Julij 1578"
"SRO1503", "1578-07-02", "Secundo die Julij"
"SRO1504", "1578-07-15", "Decimo quinto Die Julij. / 1578"
"SRO1505", "1578-07-15", "Decimo quinto Die Julij 1578"
"SRO1506", "1578-07-17", "xvijo Die Julij"
"SRO1507", "1578-07-22", "vicesimo secundo Die Julij"
"SRO1508", "1578-07-23", "xxiijo Die Julij 1578"
"SRO1509", "1578-07-23", "xxiijo Die Julij 1578"
"SRO1510", "1578-07-27", "xxvijmo Julij"
"SRO1511", "1578-07-27", "xxvijmo Julij"
"SRO1512", "1578-07-27", "xxvijmo Julij"
"SRO1513", "1578-07-31", "vltimo die Julij"
"SRO1514", "1578-07-31", "vltimo die Julij"
"SRO1515", "1578-08-04", "iiijto Die Augusti"
"SRO1516", "1578-08-04", "iiijto Die Augusti"
"SRO1517", "1578-08-18", "18 Augusti"
"SRO1518", "1578-08-18", "18 Augusti 1578"
"SRO1519", "1578-08-18", "18 Augusti 1578"
"SRO1520", "1578-08-29", "xxixo Augusti Anno praedicto"
"SRO1521", "1578-08-20", "Vicesimo die Augusti 1578"
"SRO1522", "1578-08-20", "Vicesimo die Augusti 1578"
"SRO1523", "1578-08-20", "Vicesimo die Augusti 1578"
"SRO1524", "1578-08-20", "Vicesimo die Augusti 1578"
"SRO1525", "1578-08-23", "xxiijo Die Augusti"
"SRO1526", "1578-08-23", "xxiijo Die Augusti"
"SRO1527", "1578-08-30", "xxxo Augusti"
"SRO1528", "1578-08-30", "xxxo Augusti"
"SRO1529", "1578-08-30", "xxxo Augusti"
"SRO1530", "1578-09-02", "ijo Septembris 1578."
"SRO1531", "1578-09-02", "ijo Septembris 1578."
"SRO1532", "1578-09-02", "ijo Septembris 1578."
"SRO1533", "1578-09-09", "nono die Septembris"
"SRO1533a", "1578-09-09", "nono die Septembris"
"SRO1534", "1578-09-11", "xjmo die Septembris 1578"
"SRO1535", "1578-09-11", "xjmo die Septembris 1578"
"SRO1536", "1578-09-11", "xjmo die Septembris 1578"
"SRO1537", "1578-09-11", "xjmo die Septembris 1578"
"SRO1538", "1578-09-12", "xijo Septembris"
"SRO1539", "1578-09-17", "xvijo die Septembris"
"SRO1540", "1578-09-17", "xvijo die Septembris"
"SRO1541", "1578-09-17", "xvijo die Septembris"
"SRO1542", "1578-09-20", ".xxo Septembris 1578"
"SRO1543", "1578-09-25", "xxvto Septembris"
"SRO1544", "1578-09-25", "xxvto Septembris"
"SRO1545", "1578-10-03", "iijo Die Octobris"
"SRO1546", "1578-10-15", "15to die Octobris"
"SRO1547", "1578-10-20", "20 die Octobris 1578"
"SRO1548", "1578-10-30", "xxxo Die Octobris"
"SRO1549", "1578-10-30", "xxxo Die Octobris"
"SRO1550", "1578-11-02", "secundo Die Novembris"
"SRO1551", "1578-11-03", "iij Novembris"
"SRO1552", "1578-11-03", "iij Novembris"
"SRO1553", "1578-11-03", "iij Novembris"
"SRO1554", "1578-11-06", "vjto die Novembris"
"SRO1555", "1578-11-07", "vijo die Novembris 1578"
"SRO1556", "1578-11-08", "viijo die Novembris"
"SRO1557", "1578-11-15", ".15. novembris"
"SRO1558", "1578-11-15", ".15. novembris"
"SRO1559", "1578-11-15", ".15. novembris"
"SRO1560", "1578-11-15", ".15. novembris"
"SRO1561", "1578-11-15", ".15. novembris"
"SRO1566", "1578-11-21", ".21. Novembris 1578"
"SRO1567", "1578-11-22", "22. novembris"
"SRO1568", "1578-11-26", "xxvjto Die Novembris"
"SRO1569", "1578-12-02", "Secundo Die Decembris 1578"
"SRO1570", "1578-12-03", "Tercio die Decembris"
"SRO1571", "1574-07-20", "20th July 1574"
"SRO1571", "1575-07-20", "20th July 1575"
"SRO1571", "1578-12-03", "Tercio die Decembris"
"SRO1572", "1578-12-03", "Tercio die Decembris"
"SRO1573", "1578-12-03", "Tercio die Decembris"
"SRO1574", "1578-12-03", "Tercio die Decembris"
"SRO1575", "1578-12-11", "xjo Die Decembris"
"SRO1576", "1578-12-16", "16. Decembris"
"SRO1577", "1578-12-16", "16. Decembris"
"SRO1578", "1578-12-29", "xxixo die Decembris. 1578"
"SRO1579", "1579-01-02", "Secundo Die Januarij 1579"
"SRO1580", "1579-01-02", "Secundo Die DecembreJanuarij 1579"
"SRO1581", "1579-01-05", "vto die Januarij"
"SRO1585", "1579-01-10", "Decimo Die Januarij 1579"
"SRO1586", "1579-01-10", "Decimo Tercio die Januarij"
"SRO1587", "1579-01-16", "xvjto Die Januarij"
"SRO1588", "1579-01-20", "xxo Die Januarij 1579"
"SRO1589", "1579-01-20", "xxo Die Januarij 1579"
"SRO1590", "1579-01-20", "xxo Die Januarij 1579"
"SRO1591", "1579-01-20", "xxo Die Januarij 1579"
"SRO1592", "1579-01-20", "xxo Die Januarij 1579"
"SRO1593", "1579-01-24", "24 Januarij"
"SRO1594", "1579-01-26", "26. Januarij"
"SRO1595", "1579-02-04", "iiijto die Februarij 1579"
"SRO1596", "1579-02-04", "iiijto die Februarij 1579"
"SRO1597", "1579-02-07", ".7. februarij"
"SRO1598", "1579-02-07", ".7. februarij"
"SRO1599", "1579-02-07", ".7. februarij"
"SRO1600", "1579-02-12", "12 februarij"
"SRO1601", "1579-02-13", "13 Februarij"
"SRO1602", "1579-02-13", "13 Februarij"
"SRO1603", "1579-02-14", "14 februarij 1579"
"SRO1604", "1579-02-19", ".19. februarij"
"SRO1605", "1579-02-19", ".19. februarij"
"SRO1606", "1579-02-28", "28 Februarij"
"SRO1607", "1579-02-28", "28 Februarij"
"SRO1608", "1579-03-02", "ijdo Die Marcij"
"SRO1609", "1579-03-05", "vto Die Marcij 1579"
"SRO1610", "1579-03-18", ".18. Marcij"
"SRO1611", "1579-03-18", ".18. Marcij"
"SRO1612", "1579-03-23", "23 marcij"
"SRO1613", "1579-03-24", "24 marcij 1579"
"SRO1614", "1579-03-24", "24 marcij 1579"
"SRO1615", "1579-03-24", "24 marcij 1579"
"SRO1616", "1579-03-24", "24 marcij 1579"
"SRO1617", "1579-03-24", "24 marcij 1579"
"SRO1618", "1579-03-24", "24 marcij 1579"
"SRO1619", "1579-03-24", "24 marcij 1579"
"SRO1620", "1579-03-24", "24 marcij 1579"
"SRO1621", "1579-03-24", "24 marcij 1579"
"SRO1622", "1579-03-24", "24 marcij 1579"
"SRO1623", "1579-03-24", "24 marcij 1579"
"SRO1624", "1579-03-24", "24 marcij 1579"
"SRO1625", "1579-03-24", "24 marcij 1579"
"SRO1626", "1579-03-24", "24 marcij 1579"
"SRO1627", "1579-03-24", "24 marcij 1579"
"SRO1628", "1579-03-26", "26 marcij"
"SRO1636", "1579-03-30", ".30. marcij 1579."
"SRO1637", "1579-03-31", "vltimo marcij"
"SRO1638", "1579-03-31", "vltimo marcij"
"SRO1639", "1579-04-02", ".2. Aprilis"
"SRO1640", "1579-04-02", ".2. Aprilis"
"SRO1641", "1579-04-06", "vjto Die Aprilis"
"SRO1642", "1579-04-06", "vjto Die Aprilis"
"SRO1643", "1579-04-06", "vjto Die Aprilis"
"SRO1644", "1579-04-06", "vjto Die Aprilis"
"SRO1645", "1579-04-06", "vjto Die Aprilis"
"SRO1646", "1579-04-06", "vjto Die Aprilis"
"SRO1647", "1579-04-06", "vjto Die Aprilis"
"SRO1648", "1579-04-06", "vjto Die Aprilis"
"SRO1649", "1579-04-06", "vjto Die Aprilis"
"SRO1650", "1579-04-06", "vjto Die Aprilis"
"SRO1651", "1579-04-06", "vjto Die Aprilis"
"SRO1652", "1579-04-07", "vijo die Aprilis 1579"
"SRO1653", "1579-04-10", "10 Aprilis"
"SRO1654", "1579-04-10", "10 Aprilis"
"SRO1655", "1579-04-15", ".15. aprilis"
"SRO1656", "1579-04-15", ".15. aprilis"
"SRO1657", "1579-04-15", ".15. aprilis"
"SRO1658", "1579-05-02", "Secundo die Maij."
"SRO1659", "1579-05-04", "Quarto Die Maij"
"SRO1660", "1579-05-05", "vto Die Maij 1579"
"SRO1661", "1579-05-15", "15to die maij"
"SRO1662", "1579-05-16", ".16. maij"
"SRO1663", "1579-05-16", ".16 .maij"
"SRO1664", "1579-05-11", "xjmo maij"
"SRO1665", "1579-05-15", "15to maij 1579"
"SRO1666", "1579-06-15", "15to Junij"
"SRO1667", "1579-06-15", "15to Junij"
"SRO1668", "1579-06-15", "15to Junij"
"SRO1669", "1579-06-19", "19 Junij"
"SRO1670", "1579-06-26", ".26. Junij"
"SRO1671", "1579-06-26", ".26. Junij"
"SRO1672", "1579-06-26", ".26. Junij"
"SRO1673", "1579-06-30", "xxxo die Junij"
"SRO1674", "1579-06-30", "xxxo die Junij"
"SRO1675", "1579-07-03", "iijo Julij 1579"
"SRO1676", "1579-07-03", "iijo Julij 1579"
"SRO1677", "1579-07-03", "iijo Julij 1579"
"SRO1677a", "1579-07-03", "iijo Julij 1579"
"SRO1678", "1579-07-03", "iijo Julij 1579"
"SRO1679", "1579-07-09", "9 Julij 1579"
"SRO1680", "1579-07-16", "16. Julij"
"SRO1681", "1579-07-21", ".xxjo Die Julij."
"SRO1682", "1579-07-21", ".xxjo Die Julij."
"SRO1683", "1579-07-21", ".xxjo Die Julij."
"SRO1684", "1579-07-22", "xxijo Julij"
"SRO1685", "1579-07-22", "xxijo Julij"
"SRO1686", "1579-07-22", "xxijo Julij"
"SRO1687", "1579-07-23", "xxiijo Die Julij 1579"
"SRO1688", "1579-07-24", "24to Julij"
"SRO1689", "1579-07-24", "24to Julij"
"SRO1690", "1579-07-24", "24to Julij"
"SRO1691", "1579-07-24", "24to Julij"
"SRO1692", "1579-08-03", "iijo Augusti."
"SRO1693", "1579-08-03", "iijo Augusti."
"SRO1694", "1579-08-09", "ixo Die Augusti."
"SRO1695", "1579-08-12", "xijo Augusti"
"SRO1696", "1579-08-13", "xiijo Augusti."
"SRO1697", "1579-08-13", "xiijo Augusti."
"SRO1698", "1579-08-17", "xvijo Augusti 1579"
"SRO1699", "1579-08-17", "xvijo Augusti 1579"
"SRO1700", "1579-08-17", "xvijo Augusti 1579"
"SRO1701", "1579-08-19", "xixo die Augusti."
"SRO1702", "1579-08-19", "xixo die Augusti."
"SRO1703", "1579-08-19", "xixo die Augusti."
"SRO1704", "1579-08-19", "xixo die Augusti."
"SRO1705", "1579-08-26", ".26. Augusti"
"SRO1706", "1579-08-31", "vltimo die Augusti"
"SRO1707", "1579-09-03", "iijo die Septembris 1579"
"SRO1708", "1579-09-03", "iijo die Septembris 1579"
"SRO1709", "1579-09-03", "iijo die Septembris 1579"
"SRO1710", "1579-09-04", "4 Septembris"
"SRO1711", "1579-09-04", "4 Septembris"
"SRO1712", "1579-09-04", "4 Septembris"
"SRO1713", "1579-09-04", "4 Septembris"
"SRO1714", "1579-09-15", ".15. Septembris"
"SRO1715", "1579-09-15", ".15. Septembris"
"SRO1716", "1579-09-18", "xviijo die Septembris."
"SRO1717", "1579-09-18", "xviijo die Septembris."
"SRO1718", "1579-09-18", "xviijo die Septembris."
"SRO1719", "1579-09-22", ".22. Septembris 1579"
"SRO1720", "1579-10-10", "xo die Octobris"
"SRO1721", "1579-10-12", ".12. die Octobris"
"SRO1722", "1579-10-13", ".13. die Octobris"
"SRO1723", "1579-10-19", "19 die octobris"
"SRO1724", "1579-10-21", "21 die octobris"
"SRO1725", "1579-10-26", "26. Octobris"
"SRO1726", "1579-11-07", ".7. die novembris 1579"
"SRO1727", "1579-11-07", ".7. die novembris 1579"
"SRO1728", "1579-11-10", ".10. novembris"
"SRO1729", "1579-11-11", "11 novembris"
"SRO1730", "1579-11-13", "xiijo novembris"
"SRO1731", "1579-11-22", "Anno Vicesimo secundo Reginae Elizabethae. 22 die novembris"
"SRO1732", "1579-11-22", "Anno Vicesimo secundo Reginae Elizabethae. 22 die novembris"
"SRO1733", "1579-11-22", "Anno Vicesimo secundo Reginae Elizabethae. 22 die novembris"
"SRO1734", "1579-11-24", "24 novembris"
"SRO1735", "1579-11-27", "24.27. novembris 1579"
"SRO1736", "1579-12-03", ".3. Decembris"
"SRO1737", "1579-12-05", ".5. Decembris"
"SRO1738", "1579-12-05", ".5. Decembris"
"SRO1739", "1579-12-05", ".5. Decembris"
"SRO1740", "1579-12-15", "15. December"
"SRO1741", "1579-12-19", "19. December"
"SRO1742", "1579-12-21", "21. December"
"SRO1743", "1579-12-23", "23. December"
"SRO1744", "1579-12-29", "29 Decembris 1579"
"SRO1745", "1580-01-04", "4to Januarij 1580"
"SRO1746", "1580-01-04", "4to Januarij 1580"
"SRO1747", "1580-01-06", "Sexto die Januarij"
"SRO1748", "1582", "1582"
"SRO1748", "1580-01-11", "vndecimo Die Januarij"
"SRO1749", "1580-01-13", ".13. Januarij"
"SRO1750", "1580-01-15", ".15. Januarij"
"SRO1751", "1580-01-18", ".18. Januarij 1580"
"SRO1752", "1580-01-19", "19. Januarij"
"SRO1753", "1580-01-25", "xxvto die Januarij"
"SRO1754", "1580-01-26", "26 Januarij"
"SRO1755", "1580-02-09", "ixo die Februarij 1580"
"SRO1756", "1580-02-09", "ixo die Februarij 1580"
"SRO1757", "1580-02-09", "ixo die Februarij 1580"
"SRO1758", "1580-02-09", "ixo die Februarij 1580"
"SRO1759", "1580-02-09", "ixo die Februarij 1580"
"SRO1760", "1580-02-09", "ixo die Februarij 1580"
"SRO1761", "1580-02-09", "ixo die Februarij 1580"
"SRO1762", "1580-02-09", "ixo die Februarij 1580"
"SRO1763", "1580-02-24", ".24 Februarij"
"SRO1764", "1580-03-01", "Primo Marcij"
"SRO1765", "1580-03-08", "viijo die Marcij"
"SRO1766", "1580-03-08", "viijo die Marcij"
"SRO1767", "1580-03-08", "viijo die Marcij"
"SRO1768", "1580-03-08", "viijo die Marcij"
"SRO1769", "1580-03-15", "xvto die marcij 1580"
"SRO1770", "1580-03-17", "xvijo die marcij"
"SRO1771", "1580-03-17", "xvijo die marcij"
"SRO1772", "1580-03-28", "28 marcij"
"SRO1773", "1580-03-29", "29. marcij."
"SRO1774", "1580-03-29", "29. marcij."
"SRO1775", "1580-03-31", "vltimo die marcij"
"SRO1776", "1580-03-31", "vltimo die marcij"
"SRO1777", "1580-04-01", "primo die Aprilis"
