"SRO ID", "@when", "Date"
"SRO1778", "1580-04-01", "primo die Aprilis"
"SRO1779", "1580-04-05", "vto die Aprilis 1580"
"SRO1780", "1580-04-07", "vijto die Aprilis"
"SRO1781", "1580-04-07", "vijto die Aprilis"
"SRO1782", "1580-04-08", "8. Aprilis"
"SRO1783", "1580-04-08", "8. Aprilis"
"SRO1784", "1580-04-08", "8. Aprilis"
"SRO1785", "1580-04-08", "8. Aprilis"
"SRO1786", "1580-04-11", "xj. Aprilis 1580"
"SRO1787", "1580-04-11", "xj. Aprilis 1580"
"SRO1788", "1580-04-11", "xj. Aprilis 1580"
"SRO1789", "1580-04-11", "xj. Aprilis 1580"
"SRO1790", "1580-04-11", "xj. Aprilis 1580"
"SRO1791", "1580-04-20", "xo ? xxo die Aprilis"
"SRO1792", "1580-04-20", "xo ? xxo die Aprilis"
"SRO1793", "1580-04-20", "xo ? xxo die Aprilis"
"SRO1794", "1580-04-25", "xxvto Die Aprilis"
"SRO1795", "1580-04-25", "xxvto Die Aprilis"
"SRO1796", "1580-04-27", "xxvijo Die Aprilis 1580"
"SRO1797", "1580-04-28", "28. Aprilis"
"SRO1798", "1580-04-28", "28. Aprilis"
"SRO1799", "--05-03", "iijo Die maij"
"SRO1800", "1580-05-03", "iijo Die maij"
"SRO1801", "1580-05-03", "iijo Die maij"
"SRO1802", "1580-05-04", "iiijto Die Maij"
"SRO1803", "1580-05-09", "nono die maij"
"SRO1804", "1580-05-14", "xiiijto die maij"
"SRO1805", "1580-05-17", "xvijo die Maij"
"SRO1806", "1580-05-16", "16 maij 1580"
"SRO1807", "1580-05-17", ".17. maij"
"SRO1808", "1580-05-31", "vltimo die Maij"
"SRO1809", "1580-05-31", "vltimo die Maij"
"SRO1810", "1580-06-01", "1o Junij"
"SRO1811", "1580-06-02", "2 Junij"
"SRO1811a", "1580-06-02", "2 Junij"
"SRO1812", "1580-06-06", "6to Junij"
"SRO1813", "1580-06-07", ".7. Junij"
"SRO1814", "1580-06-07", ".7. Junij"
"SRO1815", "1580-06-08", ".8. Junij 1580"
"SRO1816", "1580-06-09", "9 Junij"
"SRO1817", "1580-06-10", ".10. Junij"
"SRO1818", "1580-06-11", "11 Junij"
"SRO1819", "1580-06-11", "11 Junij"
"SRO1820", "1580-06-15", ".15. Junij"
"SRO1821", "1580-06-15", ".15. Junij"
"SRO1822", "1580-06-22", ".22 Junij. 1580"
"SRO1823", "1580-06-22", ".22 Junij. 1580"
"SRO1824", "1580-06-22", ".22 Junij. 1580"
"SRO1825", "1580-06-27", "27 Junij"
"SRO1826", "1580-06-27", "27 Junij"
"SRO1827", "1580-06-27", "27 Junij"
"SRO1828", "1580-06-27", "27 Junij"
"SRO1829", "1580-06-27", "27 Junij"
"SRO1830", "1580-06-27", "27 Junij"
"SRO1831", "1580-06-30", "30 Junij"
"SRO1832", "1580-07-01", "1 Julij"
"SRO1833", "1580-07-08", "8 Julij"
"SRO1834", "1580-07-08", "8 Julij"
"SRO1835", "1580-09-03", "iijo die Septembris? 1580"
"SRO1836", "1580-09-05", "v ? die Septembris"
"SRO1837", "1580-07-09", "ixo Julij"
"SRO1838", "1580-07-13", "13. Julij"
"SRO1839", "1580-07-20", "xxo Julij"
"SRO1840", "1580-07-27", ".27. Julij"
"SRO1841", "1580-07-27", ".27. Julij"
"SRO1842", "1580-08-04", "Quarto die Augusti."
"SRO1843", "1580-08-08", "viijo die Augusti"
"SRO1844", "1580-08-17", "xvijo die Augusti 1580"
"SRO1845", "1580-08-18", ".18 Augusti"
"SRO1846", "1580-08-18", ".18 Augusti"
"SRO1847", "1580-08-29", ".29. Augusti"
"SRO1848", "1580-09-03", "iijo die Septembris1580"
"SRO1849", "1580-09-03", "iijo die Septembris 1580"
"SRO1850", "1580-09-03", "iijo die Septembris 1580"
"SRO1851", "1580-09-03", "iijo die Septembris 1580"
"SRO1852", "1580-09-03", "iijo die Septembris 1580"
"SRO1853", "1580-09-03", "iijo die Septembris 1580"
"SRO1854", "1580-09-03", "iijo die Septembris 1580"
"SRO1855", "1580-09-03", "iijo die Septembris 1580"
"SRO1856", "1580-09-03", "iijo die Septembris 1580"
"SRO1857", "1580-09-03", "iijo die Septembris 1580"
"SRO1858", "1580-09-03", "iijo Septembris"
"SRO1859", "1580-09-05", "vto Septembris"
"SRO1860", "1580-09-05", "vto Septembris"
"SRO1861", "1580-09-05", "vto Septembris"
"SRO1862", "1580-09-07", "Septimo die Septembris 1580"
"SRO1863", "1580-09-08", "octavo die Septembris"
"SRO1864", "1580-09-08", "octavo die Septembris"
"SRO1865", "1580-09-15", "Decimo quinto die Septembris"
"SRO1866", "1580-09-18", "Decimo octavo die Septembris"
"SRO1867", "1580-09-23", "vicesimo tercio die Septembris"
"SRO1868", "1580-09-23", "vicesimo tercio die Septembris"
"SRO1869", "1580-09-23", "vicesimo tercio die Septembris"
"SRO1870", "1580-09-23", "vicesimo quarto die Septembris"
"SRO1871", "1580-09-26", "vicesimo Sexto die Septembris"
"SRO1872", "1580-10-03", "iijo die Octobris 1580"
"SRO1873", "1580-10-03", "iijo die Octobris 1580"
"SRO1874", "1580-10-03", "iijo die Octobris 1580"
"SRO1875", "1580-10-03", "iijo die Octobris 1580"
"SRO1876", "1580-10-06", "vjto Octobris"
"SRO1877", "1580-10-06", "vjto Octobris"
"SRO1878", "1580-10-06", "vjto Octobris"
"SRO1879", "1580-10-17", ".17. Octobris"
"SRO1880", "1580-10-17", ".17. Octobris"
"SRO1881", "1580-10-17", ".17. Octobris"
"SRO1882", "1580-10-18", "Decimo octavo die octobris 1580"
"SRO1883", "1580-10-18", "Decimo octavo die octobris 1580"
"SRO1884", "1580-10-18", "Decimo octavo die octobris 1580"
"SRO1885", "1580-10-22", "vicesimo secundo die octobris"
"SRO1886", "1580-10-29", "29. Octobris"
"SRO1887", "1580-10-29", "29. Octobris"
"SRO1888", "1580-10-29", "29. Octobris"
"SRO1889", "1580-10-29", "29. Octobris"
"SRO1890", "1580-10-26", "vicesimo sexto die octobris"
"SRO1891", "1580-10-26", "vicesimo sexto die octobris"
"SRO1892", "1580-11-01", "primo die Novembris 1580"
"SRO1893", "1580-11-02", "Secundo die Novembris"
"SRO1894", "1580-11-03", "Tercio die Novembris"
"SRO1895", "1580-11-03", "Tercio die Novembris"
"SRO1896", "1580-11-03", "Tercio die Novembris"
"SRO1897", "1580-11-03", "Tercio die Novembris"
"SRO1898", "1580-11-05", "quinto die Novembris"
"SRO1899", "1580-11-05", "quinto die Novembris"
"SRO1900", "1580-11-05", "quinto die Novembris"
"SRO1901", "1580-11-05", "quinto die Novembris 1580"
"SRO1902", "1580-11-10", "Decimo Die Novembris"
"SRO1903", "1580-11-10", "Decimo Die Novembris"
"SRO1904", "1580-11-10", "Decimo Die Novembris"
"SRO1905", "1580-11-10", "Decimo Die Novembris"
"SRO1906", "1580-11-10", "Decimo Die Novembris"
"SRO1907", "1580-11-11", "vndecimo Die Novembris"
"SRO1908", "1580-11-11", "vndecimo Die Novembris"
"SRO1909", "1580-11-19", "[23 Elizabethæ] Decimo Nono Die Novembris"
"SRO1910", "1580-11-19", "Decimo nono die Novembris"
"SRO1911", "1580-11-21", "vicesimo primo die Novembris 1580"
"SRO1912", "1580-11-21", "vicesimo primo die Novembris 1580"
"SRO1913", "1580-11-21", "vicesimo primo die Novembris 1580"
"SRO1914", "1580-11-21", "vicesimo primo die Novembris 1580"
"SRO1915", "1580-11-22", "Vicesimo secundo die Novembris"
"SRO1916", "1580-11-25", "vicesimo quinto Die Novembris"
"SRO1917", "1580-12-01", "Primo die Decembris"
"SRO1918", "1580-12-02", "Secundo die Decembris"
"SRO1919", "1580-11-15", "quinto Die Novi Decembris."
"SRO1920", "1580-12-06", "Sexto Die Decembris"
"SRO1921", "1580-12-06", "Sexto Die Decembris"
"SRO1922", "1580-12-07", "vijo die Decembris 1580"
"SRO1923", "1580-12-07", "vijo die Decembris 1580"
"SRO1924", "1580-12-10", "xo die Decembris"
"SRO1925", "1580-12-10", "Decimo Die Decembris"
"SRO1926", "1580-12-12", "xijo die Decembris"
"SRO1927", "1580-12-14", "Decimo quarto Die Decembris"
"SRO1928", "1580-12-14", "Decimo quarto Die Decembris"
"SRO1929", "1580-12-15", "Decimo quinto Die Decembris 1580"
"SRO1930", "1580-12-15", "Decimo quinto Die Decembris 1580"
"SRO1931", "1580-12-15", "Decimo quinto Die Decembris 1580"
"SRO1932", "1580-12-15", "Decimo quinto Die Decembris 1580"
"SRO1933", "1580-12-20", "vicesimo Die Decembris"
"SRO1934", "1580-12-20", "vicesimo Die Decembris 1580"
"SRO1935", "1580-12-20", "vicesimo Die Decembris 1580"
"SRO1936", "1580-12-20", "vicesimo Die Decembris 1580"
"SRO1937", "1580-12-20", "vicesimo Die Decembris 1580"
"SRO1938", "1580-12-20", "vicesimo Die Decembris 1580"
"SRO1939", "1580-12", "vltimo Die Decembris 1580"
"SRO1940", "1580-12", "vltimo Die Decembris 1580"
"SRO1941", "1581-01-03", "Tertio Die Januarij 1581"
"SRO1942", "--01-04", "quarto Die Januarij"
"SRO1943", "--01-04", "quarto Die Januarij"
"SRO1944", "", "1580. i. e. 4–13 January 1581"
"SRO1945", "", "1580. i. e. 4–13 January 1581"
"SRO1946", "", "1580. i. e. 4–13 January 1581"
"SRO1947", "", "1580. i. e. 4–13 January 1581"
"SRO1948", "--01-09", "9 Januarij"
"SRO1949", "--01-10", "10 Januarij"
"SRO1950", "1581-01-11", "11 Januarij 1581"
"SRO1951", "--01-13", "13 Januarij"
"SRO1952", "1581-01-13", "Decimo Tertio Die Januarij"
"SRO1953", "1581-01-13", "Decimo Tertio Die Januarij 1580 i. e. 1581"
"SRO1954", "1581-01-13", "Decimo Tertio Die Januarij"
"SRO1955", "1581-01-16", "xvjto die Januarij"
"SRO1956", "1581-01-16", "xvjto die Januarij"
"SRO1957", "1581-01-16", "Decimo Sexto die Januarij"
"SRO1958", "1581-01-17", "Decimo septimo die Januarij"
"SRO1959", "1581-01-17", "Decimo septimo die Januarij"
"SRO1960", "1581-01-24", "vicesimo quarto die Januarij 1581"
"SRO1961", "1581-01-24", "vicesimo quarto die Januarij 1581"
"SRO1962", "1581-01-26", "vicesimo sexto die Januarij"
"SRO1963", "1581-02-13", "Decimo Tertio Die Februarij 1580 i. e. 1581"
"SRO1964", "1581-02-13", "Decimo Tertio Die Februarij 1580 i. e. 1581"
"SRO1965", "1581-02-13", "Decimo Tertio Die Februarij 1580 i. e. 1581"
"SRO1966", "1581-02-13", "Decimo Tertio Die Februarij 1580 i. e. 1581"
"SRO1967", "1581-02-13", "Decimo Tertio Die Februarij 1580 i. e. 1581"
"SRO1968", "1581-02-13", "Decimo Tertio Die Februarij 1580 i. e. 1581"
"SRO1969", "1581-02-13", "Decimo Tertio Die Februarij 1581"
"SRO1970", "1581-02-14", "Decimo quarto die Februarij 1580 i. e. 1581"
"SRO1971", "1581-02-14", "Decimo quarto die Februarij 1580 i. e. 1581"
"SRO1972", "1581-02-14", "Decimo quarto die Februarij 1580 i. e. 1581"
"SRO1973", "1581-02-22", ".22. Februarij"
"SRO1974", "1581-02-22", ".22. Februarij"
"SRO1975", "1581-02-22", ".22. Februarij"
"SRO1976", "1581-02-22", "vicesimo secundo die Februarij 1581"
"SRO1977", "1581-02-22", "vicesimo secundo die Februarij 1581"
"SRO1978", "1581-02-27", "27 februarij"
"SRO1979", "1581-02-27", "27 februarij"
"SRO1980", "1581-02-28", "Vltimo die Februarij anno domini 1580 i. e. 1581"
"SRO1981", "1581-02-28", "Vltimo die Februarij anno domini 1580 i. e. 1581"
"SRO1982", "1581-02-28", "Vltimo die Februarij anno domini 1580 i. e. 1581"
"SRO1983", "1581-03-01", "Primo die Marcij"
"SRO1984", "1581-03-02", "Secundo die Marcij"
"SRO1985", "1581-03-06", "Sexto die marcij 1581"
"SRO1986", "1581-03-06", "Sexto die marcij 1581"
"SRO1987", "1581-03-10", "Decimo Die Marcij"
"SRO1988", "1581-03-10", "Decimo Die Marcij"
"SRO1989", "1581-03-11", "Vndecimo die Marcij 1580 i. e. 1581"
"SRO1990", "1581-03-14", "xiiijto marcij"
"SRO1991", "1581-03-15", "xvto die marcij"
"SRO1992", "1581-03-15", "xvto die marcij"
"SRO1993", "1581-03-20", "vicesimo die Marcij 1581"
"SRO1994", "1581-03-20", "vicesimo die Marcij 1581"
"SRO1995", "1581-03-20", "vicesimo die Marcij 1581"
"SRO1996", "1581-03-20", "vicesimo die Marcij 1581"
"SRO1997", "1581-03-20", "vicesimo die Marcij 1581"
"SRO1998", "1581-03-06", "vicesimo die Marcij 1581"
"SRO1999", "1581-04-15", "Decimo quinto die Aprilis"
"SRO2000", "1581-04-22", "vicesimo Secundo die Aprilis 1581"
"SRO2001", "1581-04-28", "vicesimo octavo die Aprilis"
"SRO2002", "1581-04-29", "vicesimo nono die Aprilis"
"SRO2003", "1581-05-04", "quarto die maij"
"SRO2004", "1581-05-06", "Sexto die maij"
"SRO2005", "1581-05-09", "Nono die maij 1581"
"SRO2006", "1581-05-09", "Nono die maij 1581"
"SRO2007", "1581-09-10", "Decimo septimo die maij"
"SRO2008", "1581-09-10", "Decimo septimo die maij"
"SRO2009", "1581-05-18", "Decimo octavo Die maij 1581"
"SRO2010", "1581-05-03", "vicesimo tertio die maij"
"SRO2011", "1581-05-23", "vicesimo tertio die maij"
"SRO2012", "1581-05-23", "vicesimo tertio die maij"
"SRO2013", "1581-05-29", "vicesimo nono die maij"
"SRO2014", "1581-05-30", "Tricesimo Die maij"
"SRO2015", "1581-05-30", "Tricesimo Die maij"
"SRO2016", "1581-06-03", "Tertio Die Junij 1581"
"SRO2017", "1581-06-12", "Duodecimo Die Junij 1581"
"SRO2018", "1581-06-13", "Decimo Tertio die Junij"
"SRO2019", "1581-06-13", "Decimo Tertio die Junij"
"SRO2020", "1581-06-17", "Decimo Septimo die Junij"
"SRO2020a", "1581-06-17", "Decimo Septimo die Junij"
"SRO2021", "1581-06-19", "Decimo Nono die Junij 1581"
"SRO2022", "1581-06-23", "vicesimo Tertio Die Junij"
"SRO2023", "1581-06-23", "vicesimo Tertio Die Junij"
"SRO2024", "1581-06-23", "vicesimo Tertio Die Junij"
"SRO2025", "1581-06-25", "vicesimo quinto die Junij 1581"
"SRO2026", "1581-06-25", "vicesimo quinto die Junij 1581"
"SRO2027", "1581-06-26", "vicesimo Sexto die Junij"
"SRO2028", "1581-06-27", "vicesimo Septimo die Junij"
"SRO2029", "1581-06-29", "vicesimo Nono die Junij"
"SRO2030", "1581-06-30", "vltimo Die Junij 1581"
"SRO2031", "1581-06-30", "vltimo Die Junij 1581"
"SRO2032", "1581-07-01", "primo die Julij"
"SRO2033", "1581-07-01", "Primo die Julij Anno Domini 1581"
"SRO2034", "1581-07-01", "primo die Julij"
"SRO2035", "1581-07-03", "3rd of July 1581"
"SRO2035", "1581-07-04", "iiijto die Julij"
"SRO2036", "1581-07-03", "3rd of July 1581"
"SRO2036", "--07-04", "iiijto die Julij"
"SRO2036a", "--07-04", "iiijto die Julij"
"SRO2037", "1581-07-04", "iiijto die Julij"
"SRO2038", "--07-04", "iiijto die Julij"
"SRO2039", "1581-07-04", "iiijto die Julij"
"SRO2040", "1581-07-04", "iiijto die Julij"
"SRO2041", "1581-07-04", "iiijto die Julij"
"SRO2042", "1581-07-10", "xmo Julij"
"SRO2043", "1581-07-16", "Decimo Sexto die Julij"
"SRO2044", "1581-07-17", "xvijo die Julij"
"SRO2045", "1581-07-19", "xixno die Julij"
"SRO2046", "1581-07-20", "vicesimo die Julij 1581"
"SRO2047", "1581-07-24", "vicesimo quarto die Julij"
"SRO2048", "1581-07-24", "vicesimo quarto die Julij"
"SRO2049", "1581-07-26", "vicesimo sexto die Julij"
"SRO2050", "1581-07-31", "vltimo die Julij anno domini 1581"
"SRO2051", "1581-07-31", "vltimo die Julij"
"SRO2052", "1581-08-01", "Primo die Augusti"
"SRO2053", "1581-08", "primo die Augusti 1581"
"SRO2054", "1581-08-02", "Secundo die Augusti"
"SRO2055", "1581-08-03", "Tertio Die Augusti 1581"
"SRO2056", "1581-08-03", "Tertio Die Augusti 1581"
"SRO2057", "1581-08-03", "Tertio die Augusti"
"SRO2058", "1581-08-04", "quarto Die Augusti"
"SRO2059", "1581-08-04", "Quarto Die Augusti 1581"
"SRO2060", "1581-08-07", "vijo die Augusti"
"SRO2061", "1581-08-11", "vndecimo die Augusti 1581"
"SRO2062", "1581-08-11", "vndecimo Die Augusti"
"SRO2063", "1581-08-01", "vndecimo Die Augusti"
"SRO2064", "1581-08-11", "vndecimo Die Augusti"
"SRO2065", "1581-08-01", "vicesimo Primo die Augusti"
"SRO2066", "1581-08-02", "vicesimo secundo die Augusti 1581"
"SRO2067", "1581-08-24", "vicesimo quarto die Augusti"
"SRO2068", "1581-08-25", "Vicesimo quinto die Augusti 1581"
"SRO2069", "1581-09-04", "4 Septembris"
"SRO2070", "1581-09-04", "4 Septembris"
"SRO2071", "1581-09-06", "Sexto die Septembris"
"SRO2072", "1581-09-25", "vicesimo quinto die Septembris"
"SRO2073", "1581-10-01", "Primo die Octobris 1581"
"SRO2074", "1581-10-01", "Primo die Octobris"
"SRO2075", "1581-10-06", "Sexto die Octobris"
"SRO2076", "1581-10-07", "Septimo die Octobris"
"SRO2077", "1581-10-09", "Nono die Octobris 1581"
"SRO2078", "1581-10-13", "xiijo Die Octobris"
"SRO2079", "1581-10-13", "xiijo Die Octobris"
"SRO2080", "1581-10-13", "xiijo Die Octobris"
"SRO2081", "1581-10-17", "Decinmo septimo die Octobris"
"SRO2082", "1581-10-23", "23 octobris 1581"
"SRO2083", "1581-11-06", "vjto Die Novembris/"
"SRO2084", "1581-11-07", "vijo Die Novembris anno Domini 1581"
"SRO2085", "1581-11-07", "vijo Die Novembris anno Domini 1581"
"SRO2086", "1581-11-07", "vijo Die Novembris anno Domini 1581"
"SRO2087", "1581-11-22", "xxijdo Nouembris"
"SRO2088", "--11-23", "xxiijtio die Nouembris / 1581"
"SRO2089", "1581-11-27", "xxvijo Die Nouembris /"
"SRO2090", "1581-12-14", "xiiijto Die Decembris 1581"
"SRO2091", "1581-12-19", "Decimo Nono die Decembris anno. 1581. /"
"SRO2092", "1582-01-01", "Primo die Januarij 1581 i. e. 1582"
"SRO2093", "1582-01-03", "Tertio die Januarij"
"SRO2094", "1582-01-04", "Quarto die Januarij"
"SRO2095", "1582-01-04", "Quinto die Januarij"
"SRO2096", "1582-01-04", "Quinto die Januarij"
"SRO2097", "1582-01-15", "15 Januarij / // 1582"
"SRO2098", "1582-01-15", "15 Januarij / // 1582"
"SRO2099", "1582-01-15", "15 Januarij / // 1582"
"SRO2101", "1582-02-05", "vto Februarij"
"SRO2102", "1582-02-08", "viij Die Februarij"
"SRO2103", "1582-02-12", "xii Die Februarij"
"SRO2104", "1582-02-23", "xxiijo Die Februarij"
"SRO2105", "1582-02-23", "xxiijo Die Februarij"
"SRO2106", "1582-02-23", "xxiijo Die Februarij"
"SRO2107", "1582-02-28", "xxviijo Die Februarij"
"SRO2108", "1582-02-28", "xxviijo Die Februarij"
"SRO2109", "1582-03-06", "vjto marcij annis supradictis i. e. 1552"
"SRO2110", "1582-03-09", "ixo Die marcij"
"SRO2111", "1582-03-10", "xo Die marcij"
"SRO2112", "1582-03-12", "12. Marcij"
"SRO2113", "1582-03-12", "12. Marcij"
"SRO2114", "1582-03-12", "12. Marcij"
"SRO2115", "1582-03-19", "Decimo Nono Die mariij 1582"
"SRO2116", "1582-03-21", "21o marcij"
"SRO2117", "1582-03-23", "xxiijtio Die marcij"
"SRO2118", "1582-03-26", "26. Marcij anno Domini 1582"
"SRO2119", "1582-03-28", "xxviijo Die marcij"
"SRO2120", "1582-03-31", "vltimo Die marcij"
"SRO2120a", "1582-03-31", "vltimo Die marcij"
"SRO2121", "1582-03-06", "vjto Die marcij ? Aprilis 1582"
"SRO2122", "1582-03-06", "vjto Die marcij ? Aprilis 1582"
"SRO2123", "1582-03-06", "vjto Die marcij ? Aprilis 1582"
"SRO2124", "1852-03-02", "vjto Die Marcij ? Aprilis 1582"
"SRO2125", "1582-04-12", "Duodecimo die Aprilis"
"SRO2126", "1582-04-12", "Duodecimo die Aprilis"
"SRO2127", "1582-04-21", "xxjo Die Aprilis"
"SRO2128", "1582-04-23", "23. Aprilis 1582"
"SRO2129", "1582-04-23", "23. Aprilis 1582"
"SRO2130", "1582-04-23", "23. Aprilis 1582"
"SRO2131", "1582-05-02", "Secundo Die Maij"
"SRO2132", "1582-05-02", "Secundo Die Maij"
"SRO2133", "1582-05-03", "iijtio Die maij"
"SRO2134", "1582-05-07", "vijo maij"
"SRO2135", "1582-05-07", "vijo maij"
"SRO2136", "1582-05-09", "ixo Die maij 1582"
"SRO2137", "1582-05-09", "ixo Die maij 1582"
"SRO2138", "1582-05-18", "xviijo maij"
"SRO2139", "1582-05-21", "xxjo die maij"
"SRO2140", "1582-05-24", "xxiiijto Die maij"
"SRO2141", "1582-05-31", "Vltimo die maij"
"SRO2142", "1582-06-01", "Primo die Junij"
"SRO2143", "1582-06-07", "vijo die Junij"
"SRO2144", "1582-06-07", "vijo die Junij"
"SRO2145", "1582-06-07", "vijo die Junij"
"SRO2145a", "1582-06-07", "vijo die Junij"
"SRO2146", "1582-06-01", "Decimo tercio die Junij 1582"
"SRO2147", "1582-06-01", "Decimo tercio die Junij 1582"
"SRO2148", "1582-06-14", "Decimo quarto die Junij"
"SRO2149", "1582-06-19", "xixo die Junij."
"SRO2150", "1582-06-21", "Vicesimo primo die Junij"
"SRO2151", "1582-06-22", "Vicesimo secundo die Junij"
"SRO2152", "1582-06-22", "Vicesimo secundo die Junij"
"SRO2153", "1582-06-23", "Vicesimo tertio die Junij 1582"
"SRO2154", "1582-06-28", "Vicesimo octauo die Junij. /"
"SRO2155", "1582-07-08", "viijo Die Julij"
"SRO2156", "1582-07-23", "xxiijo Julij."
"SRO2157", "1582-07-23", "xxiijo Julij."
"SRO2158", "1582-07-23", "xxiijo Julij."
"SRO2159", "1582-07-26", "26. Julij"
"SRO2160", "1582-07-26", "26. Julij."
"SRO2161", "1582-08-07", "7 Augusti 1582"
"SRO2162", "1582-08-24", "24. augusti"
"SRO2163", "1582-08-24", "24. augusti"
"SRO2164", "1582-08-24", "24 August."
"SRO2165", "1582-09-19", ".19. Septembris"
"SRO2166", "1582-09-24", "24. Septembris"
"SRO2167", "1582-10-02", "2o. die octobris 1582"
"SRO2168", "1582-10-05", "Quinto die octobris"
"SRO2169", "1582-10-09", "Nono die octobris"
"SRO2170", "1582-10-12", "Duodecimo die Octobris"
"SRO2171", "1582-10-30", "xxxmo die Octobris"
"SRO2172", "1582-11-12", "12. novembris"
"SRO2173", "1582-11-12", "12. novembris"
"SRO2174", "1582-11-16", "Decimo sexto die Novembris."
"SRO2175", "1582-11-26", "26: novembris 1582"
"SRO2176", "1582-11-27", "Vicesimo septimo die Novembris."
"SRO2177", "1582-11-27", "Vicesimo septimo die Novembris."
"SRO2178", "1582-12-15", "Quinto die Decembris."
"SRO2179", "1582-12-15", "Quinto die Decembris."
"SRO2180", "1582-12-14", "Decimo quarto die Decembris"
"SRO2181", "1582-09-27", "vicesimo septimo die Decembris"
"SRO2182", "1582-12-31", "Vltimo die Decembris 1582"
"SRO2183", "1583-01-09", "none die Januarij 1583"
"SRO2184", "1583-01-17", "Decimo septimo die Januarij"
"SRO2185", "1583-01-18", "Decimo octauo die Januarij"
"SRO2186", "1583-01-22", "Vicesimo secundo die Januarij"
"SRO2187", "1583-01-22", "Vicesimo secundo die Januarij"
"SRO2188", "1583-01-24", "Vicesimo quarto die Januarij. /"
"SRO2189", "1583-01-28", "28. Januarij"
"SRO2190", "1583-01-28", "28. Januarij"
"SRO2191", "1583-02-01", "Primo die frebuarij 1583"
"SRO2192", "1583-02-17", "17 die februarij"
"SRO2193", "1583-02-18", "18 februarij 1583"
"SRO2194", "1583-02-21", "Vicesimo primo die februarij"
"SRO2195", "1583-02-21", "Vicesimo primo die februarij"
"SRO2196", "1583-02-22", "Vicesimo secundo die februarij"
"SRO2197", "1583-02-24", "vicesimo quarto die Februarij"
"SRO2197a", "1583-02-24", "vicesimo quarto die Februarij"
"SRO2197b", "1583-02-24", "vicesimo quarto die Februarij"
"SRO2198", "1583-02-24", "vicesimo quarto die Februarij"
"SRO2199", "1583-03-01", "primo die Martij"
"SRO2200", "1583-02-16", "Decimo sexto die februarij"
"SRO2201", "1583-03-11", "vndecimo die Martij"
"SRO2202", "1583-03-11", "vndecimo die Martij"
"SRO2203", "1583-03-15", "Decimo quinto die marcij 1583"
"SRO2204", "1583-03-15", "Decimo quinto die marcij 1583"
"SRO2205", "1583-03-26", "26 marcij"
"SRO2205a", "1583-03-26", "26 marcij"
"SRO2206", "1583-03-26", "26 marcij"
"SRO2207", "1583-04-12", "12 Aprilis 1583"
"SRO2207a", "1583-04-12", "12 Aprilis 1583"
"SRO2207b", "1583-04-12", "12 Aprilis 1583"
"SRO2208", "1583-04-12", "12 Aprilis 1583"
"SRO2209", "1583-04-12", "12 Aprilis 1583"
"SRO2210", "1583-04-20", "20 Aprilis"
"SRO2211", "1583-04-25", "25 Aprilis."
"SRO2212", "1583-05-03", "3 maij 1583"
"SRO2213", "1583-05-04", "Quarto die Maij"
"SRO2214", "1583-05-06", "6 maij"
"SRO2215", "1583-05-09", "9. maij /"
"SRO2216", "1583-05-09", "9. maij /"
"SRO2217", "1583-05-16", "16. maij 1583."
"SRO2218", "1583-06-08", "8 die Junij"
"SRO2219", "1583-06-01", "Decimo die Junij/"
"SRO2220", "1583-06-13", "13. Junij"
"SRO2221", "1583-07-17", "Decimo Septimo Die Julij. /"
"SRO2222", "1583-07-23", "vicesimo Tertio die Julij /"
"SRO2223", "1583-07-29", "xxixo Die Julij /"
"SRO2224", "1583-08-01", "Primo Die Augusti. / 1583"
"SRO2225", "1583-08-01", "Primo Die Augusti. / 1583"
"SRO2226", "1583-08-03", "Tertio Die Augusti."
"SRO2227", "1583-08-05", "Quinto Die Augusti."
"SRO2227a", "1583-08-05", "Quinto Die Augusti. /"
"SRO2228", "1583-08-09", "Nono Die Augusti. /"
"SRO2229", "1583-08-10", "Decimo Die Augusti. /"
"SRO2230", "1583-08-16", "Decimo Sexto Die Augusti 1583"
"SRO2231", "1583-08-19", "Decimo Nono Die Augusti. /"
"SRO2232", "1583-08-19", "Decimo Nono Die Augusti. /"
"SRO2232a", "1583-08-19", "Decimo Nono Die Augusti. /"
"SRO2233", "1583-08-19", "Decimo Nono Die Augusti. /"
"SRO2234", "1583-09-06", "vjto Die Septembris Anno 1583."
"SRO2235", "-1583-09-14", "xiiijto Die Septembris"
"SRO2236", "1583-09-30", "vltimo Die Septembris"
"SRO2237", "1583-10-12", "12. Octobris"
"SRO2238", "1583-10-16", "16. October. /"
"SRO2239", "1583-11-04", "4to novembris 1583"
"SRO2240", "1583-11-04", "4to novembris 1583"
"SRO2241", "1583-11-07", "Septimo Die Novembris /"
"SRO2242", "1583-11-23", "vicesimo Tertio Die Novembris"
"SRO2243", "1583-11-28", "28 novembris"
"SRO2244", "1583-12-02", "2 decembris"
"SRO2245", "1583-12-20", "xxth of December. / 1583"
"SRO2246", "1583-12-26", "xxvjth of December. /"
"SRO2247", "1584-01-02", "2 Januarij 1584"
"SRO2248", "1584-01-02", "2 Januarij 1584"
"SRO2249", "1584-01-02", "2 Januarij"
"SRO2250", "1583-01-07", "vijo Die Januarij. /"
"SRO2251", "1583-01-22", "vicesimo secundo die Januarij"
"SRO2252", "1584-02-01", "Primo Die Februarij. /1584"
"SRO2253", "1584-04-01", "Primo Die Aprilis. /"
"SRO2254", "1584-04-06", "6to Aprilis"
"SRO2254a", "1584-04-06", "6to Aprilis"
