"SRO ID", "@when", "@notBefore", "@notAfter", "Date"
"SRO6389", "1614-11-29", "", "", "29o Nouembris 1614"
"SRO6390", "1614-12-02", "", "", "2o Decembris 1614"
"SRO6391", "1614-12-02", "", "", "2o Decembris 1614"
"SRO6392", "1614-12-02", "", "", "2o Decembris 1614"
"SRO6393", "1614-12-02", "", "", "2o Decembris 1614"
"SRO6394", "1614-12-08", "", "", "8o Decembris. 1614"
"SRO6395", "1614-12-08", "", "", "8o Decembris. 1614"
"SRO6396", "1614-12-22", "", "", "22o Decembris 1614"
"SRO6397", "1614-12-23", "", "", "23o Decembris 1614."
"SRO6398", "1614-12-23", "", "", "23o Decembris 1614."
"SRO6399", "1614-12-29", "", "", "29o Decembris. 1614."
"SRO6400", "1614-12-29", "", "", "29o Decembris. 1614"
"SRO6401", "1615-01-05", "", "", "5o Januarij 1614. i.e. 1615"
"SRO6402", "1615-01-08", "", "", "8o Januarij 1614. i.e. 1615"
"SRO6403", "1615-01-09", "", "", "9o Januarij 1614 i.e. 1615"
"SRO6404", "1615-01-09", "", "", "9o Januarij 1614 i.e. 1615"
"SRO6405", "1615-01-10", "", "", "10o January 1614i.e. 1615"
"SRO6406", "1615-01-10", "", "", "10o January 1614 i.e. 1615"
"SRO6407", "1615-01-13", "", "", "13o Januarij 1614 i.e. 1615"
"SRO6408", "1615-01-13", "", "", "13o Januarij 1614 i.e. 1615"
"SRO6409", "1615-01-16", "", "", "16 Januarij 1614. i.e. 1615"
"SRO6410", "1615-01-16", "", "", "16 Januarij 1614. i.e. 1615"
"SRO6411", "1615-01-16", "", "", "16 Januarij 1614. i.e. 1615"
"SRO6412", "1615-01-18", "", "", "18o Januarij 1614 i.e. 1615"
"SRO6413", "1615-01-18", "", "", "18o Januarij 1614 i.e. 1615"
"SRO6414", "1615-01-20", "", "", "20o Januarij 1614 i.e. 1615"
"SRO6415", "1615-01-20", "", "", "20o Januarij 1614 i.e. 1615"
"SRO6416", "1615-01-29", "", "", "29o Januarij 1614 i.e. 1615"
"SRO6417", "1615-01-29", "", "", "29o Januarij 1614 i.e. 1615"
"SRO6418", "1615-01-31", "", "", "vltimo Januarij 1614. i.e.1615"
"SRO6419", "1615-02-02", "", "", "2o Februarij 1614. i.e. 1615"
"SRO6420", "1615-02-02", "", "", "2o Februarij 1614. i.e. 1615"
"SRO6421", "1615-02-07", "", "", "7o Februarij 1614. i.e. 1615"
"SRO6422", "1615-02-08", "", "", "8o Februarij 1614 i.e. 1615"
"SRO6423", "1615-02-08", "", "", "8o Februarij 1614 i.e. 1615"
"SRO6424", "1615-02-08", "", "", "8o Februarij 1614 i.e. 1615"
"SRO6425", "1615-02-10", "", "", "10o Februarij 1614 i.e. 1615"
"SRO6426", "1615-02-10", "", "", "10o Februarij 1614 i.e. 1615"
"SRO6427", "1615-02-12", "", "", "12o Februarij 1614 i.e. 1615"
"SRO6428", "1615-02-12", "", "", "12o Februarij 1614 i.e. 1615"
"SRO6429", "1615-02-12", "", "", "12o Februarij 1614 i.e. 1615"
"SRO6430", "1615-02-13", "", "", "13o Februarij 1614 i.e. 1615"
"SRO6431", "1615-02-21", "", "", "21o Februarij 1614 i.e 1615"
"SRO6432", "1615-02-21", "", "", "21o Februarij 1614 i.e. 1615"
"SRO6433", "1615-02-26", "", "", "26o Februarij 1614. i.e. 1615"
"SRO6434", "1615-03-03", "", "", "3o Martij 1614. i.e. 1615"
"SRO6435", "1615-03-03", "", "", "3o Martij 1614. i.e. 1615"
"SRO6436", "1615-03-12", "", "", "12o Martij 1614 i.e. 1615"
"SRO6438", "1615-03-20", "", "", "20 Martij 1614. i.e. 1615"
"SRO6439", "1615-03-21", "", "", "21 Martij 1614 i.e. 1615"
"SRO6440", "1615-03-21", "", "", "21 Martij 1614 i.e. 1615"
"SRO6441", "1615-03-29", "", "", "29 Martij 1615."
"SRO6442", "1615-03-29", "", "", "29 Martij 1615."
"SRO6443", "1615-03-29", "", "", "29 Martij 1615."
"SRO6444", "1615-04-03", "", "", "3o Aprilis 1615"
"SRO6445", "1615-04-03", "", "", "3o Aprilis 1615"
"SRO6446", "1615-04-18", "", "", "18o Aprilis 1615"
"SRO6447", "1615-04-18", "", "", "18o Aprilis 1615"
"SRO6448", "1615-04-20", "", "", "20 Aprilis 1615."
"SRO6449", "1615-04-20", "", "", "20 Aprilis 1615."
"SRO6450", "1615-04-24", "", "", "24o Aprilis 1615"
"SRO6451", "1615-04-24", "", "", "24o Aprilis 1615"
"SRO6452", "1615-04-28", "", "", "28o Aprilis 1615."
"SRO6453", "1615-04-28", "", "", "28o Aprilis 1615."
"SRO6454", "1615-04-28", "", "", "28o Aprilis 1615."
"SRO6455", "1615-04-28", "", "", "28o Aprilis 1615."
"SRO6456", "1615-05-03", "", "", "3o Maij"
"SRO6457", "1615-05-04", "", "", "4o Maij 1615"
"SRO6458", "1615-05-09", "", "", "9o Maij 1615."
"SRO6459", "1615-05-10", "", "", "10 Maij 1615."
"SRO6460", "1615-05-10", "", "", "10 Maij 1615."
"SRO6461", "1615-05-10", "", "", "10 Maij 1615."
"SRO6462", "1615-05-10", "", "", "10 Maij 1615."
"SRO6463", "1615-05-22", "", "", "22o Maij 1615"
"SRO6464", "1615-05-27", "", "", "27o Maij 1615."
"SRO6465", "1615-05-31", "", "", "vltimo Maij 1615"
"SRO6466", "1615-06-02", "", "", "2o Junij 1614 or rather 1615."
"SRO6467", "1615-06-02", "", "", "2o Junij 1614 or rather 1615."
"SRO6468", "1615-06-06", "", "", "6o Junij 1615."
"SRO6469", "1615-06-10", "", "", "10o Junij 1615"
"SRO6470", "1615-06-10", "", "", "10o Junij 1615"
"SRO6471", "1615-06-10", "", "", "10o Junij 1615"
"SRO6472", "1615-06-19", "", "", "29o or rather 19o Junij 1615."
"SRO6473", "1615-06-22", "", "", "22o Junij 1615."
"SRO6474", "1615-06-22", "", "", "22o Junij 1615"
"SRO6475", "1615-06-26", "", "", "26o Junij 1615"
"SRO6476", "1615-06-26", "", "", "26o Junij 1615"
"SRO6477", "1615-07-03", "", "", "3o Julij 1615"
"SRO6478", "1615-07-04", "", "", "4o Julij 1615."
"SRO6479", "1615-07-04", "", "", "4o Julij 1615."
"SRO6480", "1615-07-04", "", "", "4o Julij 1615."
"SRO6481", "1615-07-04", "", "", "4o Julij 1615."
"SRO6482", "1615-07-04", "", "", "4o Julij 1615."
"SRO6483", "1615-07-09", "", "", "9o Julij."
"SRO6484", "1615-07-12", "", "", "12o Julij"
"SRO6485", "1615-07-12", "", "", "12o Julij"
"SRO6486", "1615-07-17", "", "", "17o Julij 1615."
"SRO6487", "1615-07-19", "", "", "19o Julij 1615"
"SRO6488", "1615-07-19", "", "", "19o Julij 1615"
"SRO6489", "1615-08-03", "", "", "3o Augusti 1615."
"SRO6490", "1615-08-04", "", "", "4o Augusti 1615."
"SRO6491", "1615-08-14", "", "", "14o Augusti 1615."
"SRO6492", "1615-08-16", "", "", "16 Augusti 1615"
"SRO6493", "1615-08-16", "", "", "16 Augusti 1615"
"SRO6494", "1615-08-21", "", "", "21 Augusti 1615."
"SRO6495", "1615-08-26", "", "", "26 Augusti 1615"
"SRO6496", "1615-08-26", "", "", "26 Augusti 1615"
"SRO6497", "1615-08-27", "", "", "27o Augusti 1615."
"SRO6498", "1615-09-03", "", "", "3o Septembris. 1615."
"SRO6499", "1615-09-03", "", "", "3o Septembris. 1615."
"SRO6500", "--09-05", "", "", "5o Septembris: 1615."
"SRO6501", "1615-09-08", "", "", "8o Septembris. 1615"
"SRO6502", "1615-09-12", "", "", "12o Septembris 1615."
"SRO6503", "1615-09-12", "", "", "12o Septembris 1615."
"SRO6504", "1615-09-25", "", "", "25o Septembris 1615."
"SRO6505", "1615-09-26", "", "", "26 Septembris. 1615"
"SRO6506", "1615-09-26", "", "", "26 Septembris. 1615"
"SRO6507", "1615-09-26", "", "", "26 Septembris. 1615"
"SRO6508", "1615-10-02", "", "", "2o October 1615"
"SRO6509", "1615-10-09", "", "", "9o Octobris 1615"
"SRO6510", "1615-10-09", "", "", "9o Octobris 1615"
"SRO6511", "1615-10-09", "", "", "9o Octobris 1615"
"SRO6512", "1615-10-13", "", "", "13o Octobris. 1615"
"SRO6513", "1615-10-13", "", "", "13o Octobris. 1615"
"SRO6514", "1615-10-14", "", "", "14o Octobris. 1615."
"SRO6515", "1615-10-16", "", "", "16. Octobris. 1615"
"SRO6516", "1615-10-29", "", "", "29o Octobris. 1615."
"SRO6517", "1615-10-29", "", "", "29o Octobris. 1615."
"SRO6518", "1615-10-29", "", "", "29o Octobris. 1615."
"SRO6519", "1615-10-29", "", "", "29o Octobris. 1615"
"SRO6520", "1615-10-30", "", "", "30o Octobris 1615."
"SRO6521", "1615-10-29", "", "", "29o Octobris 1615"
"SRO6522", "1615-11-02", "", "", "2o Nouembris. 1615."
"SRO6523", "1615-11-06", "", "", "6o Novembris 1615"
"SRO6524", "1615-11-06", "", "", "6o Novembris 1615"
"SRO6525", "1615-11-06", "", "", "Sexto Nouembris: 1615"
"SRO6526", "1615-11-06", "", "", "6o Nouembris 1615"
"SRO6527", "1615-11-10", "", "", "Sexto Nouembris 1615"
"SRO6528", "1615-11-19", "", "", "19o Novembris. 1615"
"SRO6529", "1615-11-19", "", "", "19o Novembris. 1615"
"SRO6530", "1615-11-20", "", "", "20o Nouembris. 1615"
"SRO6531", "1615-11-23", "", "", "23o Nouembris 1615."
"SRO6532", "1615-11-25", "", "", "25o Nouembris 1615."
"SRO6533", "1615-11-26", "", "", "26o Nouembris 1615."
"SRO6534", "1615-11-26", "", "", "26o Nouembris 1615."
"SRO6535", "1615-11-26", "", "", "26o Nouembris 1615."
"SRO6536", "1615-11-29", "", "", "29o Nouembris 1615."
"SRO6537", "1615-11-29", "", "", "29 Nouembris. 1615"
"SRO6538", "1615-12-02", "", "", "2o Decembris 1615"
"SRO6539", "1615-12-04", "", "", "4o Decembris 1615"
"SRO6540", "1615-12-05", "", "", "5o Decembris. 1615"
"SRO6541", "1615-12-05", "", "", "5o Decembris. 1615"
"SRO6542", "1615-12-09", "", "", "9o Decembris. 1615."
"SRO6543", "1615-12-09", "", "", "9o Decembris. 1615."
"SRO6544", "1615-12-09", "", "", "9o Decembris. 1615."
"SRO6545", "1615-12-11", "", "", "11o Decembris 1615"
"SRO6546", "1615-12-11", "", "", "11o Decembris 1615"
"SRO6547", "1615-12-19", "", "", "19o Decembris 1615."
"SRO6548", "1615-12-19", "", "", "19o Decembris 1615."
"SRO6549", "1615-12-20", "", "", "20o Decembris 1615"
"SRO6550", "1615-12-20", "", "", "20o Decembris 1615"
"SRO6551", "1615-12-23", "", "", "23o Decembris 1615"
"SRO6552", "1616-01-03", "", "", "3o Januarij 1615 i.e. 1616"
"SRO6553", "1616-01-05", "", "", "5o Januarij 1615 i.e. 1616"
"SRO6554", "1616-01-05", "", "", "5o Januarij 1615 i.e. 1616"
"SRO6555", "1616-01-05", "", "", "5o Januarij 1615 i.e. 1616"
"SRO6556", "1616-01-06", "", "", "6o Januarij 1615. i.e. 1616"
"SRO6557", "1616-01-15", "", "", "15 Januarij 1615: i.e. 1616"
"SRO6558", "1616-01-15", "", "", "15 Januarij 1615: i.e. 1616"
"SRO6559", "1616-01-15", "", "", "15 Januarij 1615: i.e. 1616"
"SRO6560", "1616-01-20", "", "", "20o Januarij 1615 i.e. 1616"
"SRO6561", "1616-01-20", "", "", "20 Januarij 1615. i.e. 1616"
"SRO6562", "1616-01-23", "", "", "23o Januarij"
"SRO6563", "1616-01-27", "", "", "27o Januarij 1615 i.e. 1616"
"SRO6564", "1616-01-27", "", "", "27o Januarij 1615 i.e. 1616"
"SRO6565", "1616-01-28", "", "", "28o Januarij 1615 i.e. 1616"
"SRO6566", "1616-01-28", "", "", "28o Januarij 1615 i.e. 1616"
"SRO6567", "1616-02-12", "", "", "12o Februarij 1615 i.e. 1616"
"SRO6568", "1616-02-22", "", "", "22o Februarij 1615 i.e. 1616"
"SRO6569", "1616-02-26", "", "", "26o Februarij"
"SRO6570", "1616-02-26", "", "", "26o Februarij"
"SRO6571", "1616-02-26", "", "", "26o Februarij"
"SRO6572", "1616-02-26", "", "", "26o Februarij"
"SRO6573", "1616-02-27", "", "", "27o Februarij"
"SRO6574", "1616-03-07", "", "", "7o Martij 1615 i.e. 1616"
"SRO6575", "1616-03-07", "", "", "7o Martij 1615 i.e. 1616"
"SRO6576", "1616-03-07", "", "", "7o Martij 1615i.e. 1616"
"SRO6577", "1616-03-12", "", "", "12o Martij 1615 i.e. 1616"
"SRO6578", "1616-03-12", "", "", "12o Martij 1615 i.e. 1616"
"SRO6579", "1616-03-15", "", "", "15 Martij 1615 i.e. 1616"
"SRO6580", "1616-03-15", "", "", "15 Martij 1615 i.e. 1616"
"SRO6581", "1616-03-15", "", "", "15 Martij 1615 i.e. 1616"
"SRO6582", "1616-03-15", "", "", "15 Martij 1615 i.e. 1616"
"SRO6583", "1616-03-19", "", "", "19o Martij 1615 i.e. 1616"
"SRO6584", "1616-03-22", "", "", "22 Martij"
"SRO6585", "1616-03-22", "", "", "22 Martij"
"SRO6586", "1616-03-22", "", "", "22 Martij"
"SRO6588", "1616-03-22", "", "", "22 Martij"
"SRO6589", "1616-03-22", "", "", "22 Martij"
"SRO6590", "1616-04-04", "", "", "4o Aprilis. 1616."
"SRO6591", "1616-04-08", "", "", "8o Aprilis 1616."
"SRO6592", "1616-04-08", "", "", "8o Aprilis 1616."
"SRO6593", "1616-04-09", "", "", "9o Aprilis"
"SRO6594", "1616-04-09", "", "", "9o Aprilis"
"SRO6595", "1616-04-12", "", "", "12o Aprilis 1616."
"SRO6596", "1616-04-12", "", "", "12o Aprilis 1616."
"SRO6597", "1616-04-12", "", "", "12o Aprilis 1616."
"SRO6598", "1616-04-17", "", "", "17o Aprilis"
"SRO6599", "1616-04-22", "", "", "22o Aprilis"
"SRO6600", "1616-05-06", "", "", "6o Maij 1616."
"SRO6601", "1616-05-06", "", "", "6o Maij 1616"
"SRO6602", "1616-05-07", "", "", "7o Maij 1616."
"SRO6603", "1616-05-12", "", "", "12o Maij 1616."
"SRO6604", "1616-05-12", "", "", "12o Maij 1616."
"SRO6605", "1616-05-12", "", "", "12o Maij 1616."
"SRO6606", "1616-05-12", "", "", "12o Maij 1616."
"SRO6607", "1616-05-23", "", "", "23o Maij 1616."
"SRO6608", "1616-06-03", "", "", "3o Junij 1616."
"SRO6609", "1616-06-03", "", "", "3o Junij 1616."
"SRO6610", "1616-06-03", "", "", "3o Junij 1616."
"SRO6611", "1616-06-03", "", "", "3o Junij 1616."
"SRO6612", "1616-06-03", "", "", "3o Junij 1616."
"SRO6613", "1616-06-03", "", "", "3o Junij 1616."
"SRO6614", "1616-06-03", "", "", "3o Junij 1616."
"SRO6615", "1616-06-05", "", "", "5o Junij 1616."
"SRO6616", "1616-06-05", "", "", "5o Junij 1616."
"SRO6617", "1616-06-06", "", "", "6 Junij 1616."
"SRO6618", "1616-06-07", "", "", "7o Junij 1616"
"SRO6619", "1616-06-07", "", "", "7o Junij 1616"
"SRO6620", "1616-06-10", "", "", "10 Junij 1616."
"SRO6621", "1616-06-10", "", "", "10 Junij 1616."
"SRO6622", "1616-06-10", "", "", "10 Junij 1616."
"SRO6623", "1616-06-17", "", "", "17o Junij."
"SRO6624", "1616-06-17", "", "", "17o Junij."
"SRO6625", "1616-06-17", "", "", "17o Junij 1616"
"SRO6626", "1616-06-17", "", "", "17o Junij 1616"
"SRO6627", "1616-06-17", "", "", "17o Junij 1616"
"SRO6628", "1616-06-19", "", "", "19o Junij"
"SRO6629", "1616-06-19", "", "", "19o Junij"
"SRO6630", "1616-06-21", "", "", "21 Junij"
"SRO6631", "1616-06-27", "", "", "27o Junij 1616."
"SRO6632", "1616-07-01", "", "", "jmo Julij 1616"
"SRO6633", "1616-07-03", "", "", "3o Julij 1616."
"SRO6634", "1616-07-17", "", "", "17o Julij 1616."
"SRO6635", "1616-07-17", "", "", "17o Julij 1616."
"SRO6636", "1616-07-17", "", "", "17o Julij 1616."
"SRO6637", "1616-07-18", "", "", "18o Julij. 1616."
"SRO6638", "1616-07-20", "", "", "20o Julij 1616."
"SRO6639", "1616-07-20", "", "", "20o Julij 1616."
"SRO6640", "1616-07-20", "", "", "20o Julij 1616."
"SRO6641", "1616-07-22", "", "", "22o Julij 1616."
"SRO6642", "1616-07-22", "", "", "22o Julij 1616."
"SRO6643", "1616-07-27", "", "", "27o Julij 1616."
"SRO6644", "1616-07-02", "", "", "2o Julij or rather Augusti"
"SRO6645", "1616-08-07", "", "", "7o Augusti 1616."
"SRO6646", "1616-08-09", "", "", "9o Augusti 1616."
"SRO6647", "1616-08-21", "", "", "21 Augusti 1616."
"SRO6648", "1616-08-29", "", "", "29o Augusti"
"SRO6649", "1616-08-31", "", "", "31 Augusti"
"SRO6650", "1616-08-31", "", "", "31 Augusti"
"SRO6651", "1616-09-01", "", "", "jo Septembris 1616."
"SRO6652", "1616-09-17", "", "", "17o Septembris. 1616"
"SRO6653", "1616-09-26", "", "", "26. September 1616."
"SRO6654", "1616-09-26", "", "", "26. September 1616."
"SRO6655", "1616-09-26", "", "", "26. September 1616."
"SRO6656", "1616-09-30", "", "", "30o Septembris. 1616."
"SRO6657", "1616-10-05", "", "", "5o Octobris 1616."
"SRO6658", "1616-10-08", "", "", "8o octobris 1616."
"SRO6659", "1616-10-09", "", "", "9o octobris. 1616:"
"SRO6660", "1616-10-09", "", "", "9o octobris. 1616:"
"SRO6661", "1616-10-16", "", "", "16o Octobris. 1616."
"SRO6662", "1616-10-20", "", "", "20o Octobris. 1616."
"SRO6663", "1616-10-20", "", "", "20o Octobris. 1616."
"SRO6664", "1616-10-23", "", "", "23o Octobris. 1616."
"SRO6665", "1616-10-23", "", "", "23o Octobris. 1616."
"SRO6666", "1616-10-26", "", "", "26o Octobris 1616"
"SRO6667", "1616-10-29", "", "", "29 Octobris 1616"
"SRO6668", "1616-11-14", "", "", "14o Nouembris 1616"
"SRO6669", "1616-11-14", "", "", "14o Nouembris 1616"
"SRO6670", "1616-11-14", "", "", "14o Nouembris 1616"
"SRO6671", "1616-11-15", "", "", "15o Nouembris. 1616"
"SRO6672", "1616-11-15", "", "", "15o Nouembris. 1616"
"SRO6673", "1616-11-18", "", "", "18o Nouembris 1616"
"SRO6674", "1616-11-26", "", "", "26o Nouembris 1616"
"SRO6675", "1616-11-26", "", "", "26o Nouembris 1616"
"SRO6676", "1616-11-29", "", "", "29o Nouembris. 1616"
"SRO6677", "1616-12-02", "", "", "2o Decembris. 1616"
"SRO6678", "1616-12-02", "", "", "2o Decembris. 1616"
"SRO6679", "1616-12-06", "", "", "6o Decembris 1616"
"SRO6680", "1616-12-09", "", "", "9o Decembris 1616"
"SRO6681", "1616-12-13", "", "", "13o Decembris 1616"
"SRO6682", "1616-12-19", "", "", "19o Decembris. 1616."
"SRO6683", "1616-12-19", "", "", "19o Decembris. 1616."
"SRO6684", "1616-12-20", "", "", "20o Decembris. 1616."
"SRO6685", "1616-12-20", "", "", "20o Decembris. 1616."
"SRO6686", "1617-01-03", "", "", "3o Januuarij 1616. i.e. 1617"
"SRO6687", "1617-01-03", "", "", "3o Januuarij 1616. i.e. 1617"
"SRO6688", "1617-01-04", "", "", "4o Januarij 1616. i.e. 1617"
"SRO6689", "1617-01-07", "", "", "7o Januarij 1616. i.e. 1617"
"SRO6690", "1617-01-07", "", "", "7o Januarij 1616. i.e. 1617"
"SRO6691", "1617-01-07", "", "", "7o Januarij 1616. i.e. 1617"
"SRO6692", "1617-01-15", "", "", "15o Januarij 1616 i.e. 1617"
"SRO6693", "1617-01-15", "", "", "15o Januarij 1616 i.e. 1617"
"SRO6694", "1617-01-20", "", "", "20o Januarij 1616 i.e. 1617"
"SRO6695", "1617-01-21", "", "", "21o Januarij 1616. i.e. 1617"
"SRO6696", "1617-01-21", "", "", "21o Januarij 1616. i.e. 1617"
"SRO6697", "1617-01-21", "", "", "21o Januarij 1616. i.e. 1617"
"SRO6698", "1617-01-21", "", "", "21o Januarij 1616. i.e. 1617"
"SRO6699", "1617-02-09", "", "", "9o Februarij 1616 i.e. 1617"
"SRO6700", "1617-02-10", "", "", "10o Febuarij 1616 i.e. 1617"
"SRO6701", "1617-02-10", "", "", "10 Februarij 1616 i.e. 1617"
"SRO6702", "1617-02-10", "", "", "10 Februarij 1616 i.e. 1617"
"SRO6703", "1617-02-12", "", "", "12o Februarij 1616. i.e. 1617"
"SRO6704", "1617-02-12", "", "", "12o Februarij 1616. i.e. 1617"
"SRO6705", "1617-02-15", "", "", "15o Februarij 1616 i.e. 1617"
"SRO6706", "1617-02-16", "", "", "16o Februarij 1616 i.e. 1617"
"SRO6707", "1617-02-18", "", "", "18o Februarij 1616 i.e. 1617"
"SRO6708", "1617-02-18", "", "", "18o Februarij 1616 i.e. 1617"
"SRO6709", "1617-02-18", "", "", "18o Februarij 1616 i.e. 1617"
"SRO6710", "1617-02-21", "", "", "21o Februarij 1616 i.e. 1617"
"SRO6711", "1617-02-21", "", "", "21o Februarij 1616 i.e. 1617"
"SRO6712", "1617-03-04", "", "", "4o Martij 1616 i.e. 1617"
"SRO6713", "1617-03-04", "", "", "4o Martij 1616 i.e. 1617"
"SRO6714", "1617-03-04", "", "", "4o Martij 1616 i.e. 1617"
"SRO6715", "1617-03-07", "", "", "7o Martij 1616 i.e. 1617"
"SRO6716", "1617-03-08", "", "", "8o Marcij 1616 i.e. 1617"
"SRO6717", "1617-03-08", "", "", "8o Marcij 1616 i.e. 1617"
"SRO6718", "1617-03-08", "", "", "8o Marcij 1616 i.e. 1617"
"SRO6719", "1617-03-15", "", "", "15 Martij 1616 i.e. 1617"
"SRO6720", "1617-03-17", "", "", "17 Martij 1616 i.e. 1617"
"SRO6721", "1617-03-25", "", "", "25 Martij 1617 Regni Regis. 15o."
"SRO6722", "1617-03-27", "", "", "27o Martij 1617"
"SRO6723", "1617-03-29", "", "", "29o Martij 1617"
"SRO6724", "1617-03-29", "", "", "29o Martij 1617"
"SRO6725", "1617-03-29", "", "", "29o Martij 1617"
"SRO6726", "1617-04-04", "", "", "4o Aprilis 1616. i.e. 1617"
"SRO6727", "1617-04-04", "", "", "4o Aprilis 1616. i.e. 1617"
"SRO6728", "1617-04-05", "", "", "5o Aprilis 1617."
"SRO6729", "1617-04-05", "", "", "5o Aprilis 1617."
"SRO6730", "1617-04-11", "", "", "11th Aprilis 1617"
"SRO6731", "1617-04-14", "", "", "14o Aprilis 1617"
"SRO6732", "1617-04-14", "", "", "14o Aprilis 1617"
"SRO6733", "1617-04-14", "", "", "14o Aprilis 1617"
"SRO6734", "1617-04-17", "", "", "17o Aprilis 1617"
"SRO6735", "1617-04-17", "", "", "17o Aprilis 1617"
"SRO6736", "1617-04-23", "", "", "23o Aprilis 1617"
"SRO6737", "1617-04-26", "", "", "26o Aprilis 1617"
"SRO6738", "1617-04-26", "", "", "26o Aprilis 1617"
"SRO6739", "1617-04-26", "", "", "26o Aprilis 1617"
"SRO6740", "1617-04-29", "", "", "29o Aprilis 1617"
"SRO6741", "1617-04-29", "", "", "29o Aprilis 1617"
"SRO6742", "1617-05-09", "", "", "89o Maij 1617"
"SRO6743", "1617-05-08", "", "", "8o Maij 1617"
"SRO6744", "1617-05-08", "", "", "8o Maij 1617"
"SRO6745", "1617-05-12", "", "", "12o Maij 1617"
"SRO6746", "1617-05-14", "", "", "14th Maij 1617"
"SRO6747", "1617-05-14", "", "", "14th Maij 1617"
"SRO6748", "1617-05-22", "", "", "22o Maij 1617"
"SRO6749", "1617-05-22", "", "", "22o Maij 1617"
"SRO6750", "1617-05-30", "", "", "30th Maij 1617"
"SRO6751", "1617-06-02", "", "", "2o Junij 1617"
"SRO6752", "1617-06-03", "", "", "3o Junij 1617"
"SRO6753", "1617-06-03", "", "", "3o Junij 1617"
"SRO6754", "1617-06-21", "", "", "21o Junij. 1617"
"SRO6755", "1617-06-25", "", "", "25o Junij 1617"
"SRO6756", "1617-06-26", "", "", "26o Junij 1617"
"SRO6757", "1617-06-26", "", "", "26o Junij 1617"
"SRO6758", "1617-07-01", "", "", "1mo Julij 1617"
"SRO6759", "1617-07-03", "", "", "3o Julij 1617"
"SRO6760", "1617-07-03", "", "", "3o Julij 1617"
"SRO6761", "1617-07-07", "", "", "7o Julij 1617"
"SRO6762", "1617-07-08", "", "", "21o Julij 1716 8o Julij 1617"
"SRO6763", "1617-07-08", "", "", "8o Julij 1617"
"SRO6765", "1617-10-23", "", "", "23o Octobris 1617"
"SRO6766", "1617-07-21", "", "", "21o Julij 1617"
"SRO6767", "1617-07-21", "", "", "21o Julij 1617"
"SRO6768", "1617-07-26", "", "", "26o Julij 1617"
"SRO6769", "1617-08-01", "", "", "1o Augusti 1617"
"SRO6770", "1617-08-14", "", "", "14 Augusti 1617"
"SRO6771", "1617-08-19", "", "", "19 Augusti 1617"
"SRO6772", "1617-08-21", "", "", "21. Augusti 1617"
"SRO6773", "1617-08-19", "", "", "19o Augusti 1617"
"SRO6774", "1617-08-26", "", "", "26o Augusti 1617"
"SRO6775", "1617-08-26", "", "", "26o Augusti 1617"
"SRO6776", "1617-08-26", "", "", "26o Augusti 1617"
"SRO6777", "1617-08-26", "", "", "26o Augusti 1617"
"SRO6778", "1617-09-07", "", "", "Septimo Septembris 1617 Regni Regis 15o"
"SRO6779", "1617-10-02", "", "", "2o Octobris 1617"
"SRO6780", "1617-10-08", "", "", "8o Octobris. 1617."
"SRO6781", "1617-10-09", "", "", "9o Octobris"
"SRO6782", "1617-10-10", "", "", "10o Octobris. 1617"
"SRO6783", "1617-10-14", "", "", "14o Octobris 1617"
"SRO6784", "1617-10-16", "", "", "16o Octobris 1617"
"SRO6785", "1617-10-16", "", "", "16o Octobris 1617"
"SRO6786", "1617-10-18", "", "", "18o Octobris 1617"
"SRO6787", "1617-10-22", "", "", "22o Octobris 1617"
"SRO6788", "1617-10-24", "", "", "24o Octobris 1617"
"SRO6789", "1617-10-24", "", "", "24o Octobris 1617"
"SRO6790", "1617-10-24", "", "", "24o Octobris 1617"
"SRO6791", "1617-10-29", "", "", "29o Octobris 1617"
"SRO6792", "1617-11-07", "", "", "7o Nouembris 1617"
"SRO6793", "1617-11-10", "", "", "10th Nouembris 1617"
"SRO6794", "1617-11-10", "", "", "10o Nouembris. 1617"
"SRO6795", "1617-11-20", "", "", "20o Nouembris 1617"
"SRO6796", "1617-11-22", "", "", "22o Nouembris 1617"
"SRO6797", "1617-12-01", "", "", "1mo Decembris 1617"
"SRO6798", "1617-12-01", "", "", "1mo Decembris 1617"
"SRO6799", "1617-12-01", "", "", "1mo Decembris 1617"
"SRO6800", "1617-12-01", "", "", "1mo Decembris 1617"
"SRO6801", "1617-12-01", "", "", "1mo Decembris 1617"
"SRO6802", "1617-12-04", "", "", "4o Decembris 1617"
"SRO6803", "1617-12-13", "", "", "13o Decembris 1617"
"SRO6804", "1617-12-15", "", "", "15o Decembris 1617"
"SRO6805", "1617-12-20", "", "", "20 decembris. 1617"
"SRO6806", "1617-12-31", "", "", "vltimo Decembris. 1617"
"SRO6807", "1618-01-04", "", "", "4o Januarij 1617 i.e. 1618"
"SRO6808", "1618-01-04", "", "", "4o Januarij 1617 i.e. 1618"
"SRO6809", "1618-01-04", "", "", "4o Januarij 1617 i.e. 1618"
"SRO6810", "1618-01-12", "", "", "12o Januarij 1617 i.e. 1618"
"SRO6811", "1618-01-15", "", "", "15o Januarij i.e. 1618"
"SRO6812", "1618-01-16", "", "", "16o Januarij 1617 i.e. 1618"
"SRO6813", "1618-01-22", "", "", "22o Januarij 1617 i.e. 1618"
"SRO6814", "1618-01-22", "", "", "22o Januarij 1617 i.e. 1618"
